"station_id","song","genre"
"radiowave","BLACK MIDI - bmbmbm","rock"
"radiowave","THE ENTERPRENEURS - Joaquin","other"
"radiowave","VIAH - Gloria","other"
"radiowave","Kapitan Demo - Mladi V Trapu (feat. Program & Givi Kross)","hip-hop"
"radiowave","Peter Pan Complex - Unsteady Heels [Music Video]","rock"
"radiowave","JON HOPKINS - Everything Connected (Official Audio)","electronic"
"radiowave","DON CHAIN - Aerobik Intro","other"
"radiowave","WIFISFUNERAL & ROBB BANKS - Save A Hoe","other"
"radiowave","COMETHAZINE - I Be Damned","hip-hop"
"radiowave","TAY K & BLOCBOY JB - Hard","other"
"radiowave","GORDON CITY X D DOUBLE E - Hear That","other"
"radiowave","DENZEL CURRY - Vengeance Vengeance ft. Jpegmafia, ZillaKami","hip-hop"
"radiowave","HOTT HEADZ - Boss","other"
"radiowave","LIFER - Volkwood","rock"
"radiowave","QUEEN KEY - Hey","hip-hop"
"radiowave","COMETHAZINE - DeMar DeRozan","hip-hop"
"radiowave","ROCKS FOE - Nitty Gritty","other"
"radiowave","SLOWTHAI - Drug Dealer","hip-hop"
"radiowave","LOSKI - Teddy Bruckshot","other"
"radiowave","FOBIA KID - Finálový boss","hip-hop"
"radiowave","GLEB - Audiokniha","other"
"radiowave","BHAD BHABIE - Babyface Savage  ft. Tory Lanez","hip-hop"
"radiowave","KEY GLOCK - Since 6ix","hip-hop"
"radiowave","POWERS PLEASANT - Please Forgive ft. Denzel Curry, IDK, Zillakami & Zombie Juice","hip-hop"
"radiowave","STUPID - Bbymutha","rock"
"radiowave","WIFISFUNERAL & ROBB BANKS - La Familia","other"
"radiowave","ILOVEMAKONNEN - Spendin ft. Gucci Mane","hip-hop"
"radiowave","YNW MELLY - Freddy Krueger ft. Tee Grizzley","hip-hop"
"radiowave","BLOOD ORANGE - Chewing Gum ft. A$AP Rocky and Project Pat","other"
"radiowave","DIGGA D - Mad About Bars ft. Kenny Allstar","other"
"radiowave","TYLER,  THE CREATOR - 435","other"
"radiowave","DON CHAIN - Rančo Relaxo ft. DJ Venktovka","other"
"radiowave","KATY B - What Love Is Made Of","electronic"
"radiowave","ASAP ROCKY - Fukk Sleep ft. FKA Twigs","hip-hop"
"radiowave","YUMI ZOUMA - Song For Zoe & Gwen","pop"
"radiowave","THE FINALLY - Say Goodbye","rock"
"radiowave","LANA DEL REY - VIDEO GAMES","pop"
"radiowave","JAMES PANTS - Darlin'","electronic"
"radiowave","AMBER ARCADES - Turning Light","pop"
"radiowave","BOY HARSHER - Country Girl","pop"
"radiowave","VICENA - Shot In We're","other"
"radiowave","THE BIG PINK - Dominos","electronic"
"radiowave","YEAH YEAH YEAHS - Zero","rock"
"radiowave","PROHRA PRAHA - Gottwald","other"
"radiowave","SOHN - Conrad","pop"
"radiowave","CAMP COPE - Jet Fuel Can't Melt Steel Beams","rock"
"radiowave","ST. VINCENT - Pills","pop"
"radiowave","SHOPPING - Wild Child","rock"
"radiowave","BAD GYAL - Blink","other"
"radiowave","ARCA - Thievery","rock"
"radiowave","LET'S EAT GRANDMA - Hot Pink","other"
"radiowave","DJ KOZE - Colors of Autumn","electronic"
"radiowave","THE GUN CLUB - Moonlight Motel","rock"
"radiowave","LABRADOOR - Silence","other"
"radiowave","ANNA CALVI - Don't Beat The Girl Out Of My Boy","other"
"radiowave","TEI SHI - Bassically","pop"
"radiowave","ILGEN-NUR - Cool","pop"
"radiowave","THE ILLS - 4 17","rock"
"radiowave","FOOLK & KARAOKE TUNDRA - Bells (Karaoke Tundra & Peto Tazok Remix)","other"
"radiowave","GOOD TIMES ONLY - Letní třešně bejvaj nejsladší","other"
"radiowave","ZOLA JESUS - Vessel","pop"
"radiowave","HEALTH - Die Slow","rock"
"radiowave","HUGO TOXXX - Instinkt zvířat","hip-hop"
"radiowave","BELLE & SEBASTIAN - Get Me Away From Here I'm Dying","pop"
"radiowave","THE PIXIES - Bagboy","rock"
"radiowave","EVERYTHING EVERYTHING - Cough Cough","pop"
"radiowave","MAYEN - Bruise","other"
"radiowave","FRED MADISON - Woman","rock"
"radiowave","LULLY - Sans Chapeau","electronic"
"radiowave","DIRTY PROJECTORS - Stillness Is The Move","other"
"radiowave","NEGATIVE GEMINI - You Weren't There Anymore","pop"
"radiowave","MY DEAD CAT - Back In Blues","rock"
"radiowave","FOOLK - One By One ft. Rowanna","electronic"
"radiowave","SUPERORGANISM - It's All Good","pop"
"radiowave","HAMILTON LEITHAUSER + ROSTAM - A 1000 Times","rock"
"radiowave","ESCORT - Makeover","electronic"
"radiowave","GOAT - I Sing In Silence","rock"
"radiowave","AMBER COFFMAN - All To Myself","pop"
"radiowave","DAVID BOWIE - Golden Years","rock"
"radiowave","DUTCH UNCLES - Oh Yeah","pop"
"radiowave","BUSH KATE - HOUNDS OF LOVE","other"
"radiowave","WWW - Tramvaje","hip-hop"
"radiowave","GOLDEN BOUGH - DRIVE THE COLD WINTER AWAY","other"
"radiowave","SINJIN HAWKE - They Can't Love You","electronic"
"radiowave","SHY LAYERS - Gateway","rock"
"radiowave","VAMPIRE WEEKEND - Horchata","pop"
"radiowave","MIGUEL - Pineapple Skies","hip-hop"
"radiowave","SHARKS' TEETH - Lost In The Cosmos","other"
"radiowave","WALDEN - Jen tvůj stín","other"
"radiowave","TATA BOJS - Splasklé vzpomínky","rock"
"radiowave","ČÁRY ŽIVOTA - Sídláky","other"
"radiowave","JAMES COLE - Květy zla","hip-hop"
"radiowave","AUTRE NE VEUT - Play by Play","pop"
"radiowave","ALEKS - Out","electronic"
"radiowave","PARALLELISM - Untitled 5","other"
"radiowave","VALANX - Well Of Souls","electronic"
"radiowave","SAPPHIRINE PHLANT - Dantes Symbola Consumentur","electronic"
"radiowave","ADZUKI - Dark Sea","rock"
"radiowave","DIMITAR DODOVSKI - II","electronic"
"radiowave","MURKOK - Look Back","electronic"
"radiowave","GALLERY SIX - Cast Anchor","other"
"radiowave","RIME TRAILS - Refrain II","other"
"radiowave","SNUFMUMRIKO - Kingdom Of Lost Summers","electronic"
"radiowave","MAIYA HERSHEY - The End Is A First Without End","electronic"
"radiowave","BIONULOR - Furniture Music 1","electronic"
"radiowave","GIUSEPPE FALIVENE - Untitled 13","electronic"
"radiowave","AUTUMNA - Hack And Stab","other"
"radiowave","ANDREW TASSELMYER - Stockyard","electronic"
"radiowave","UNIDENTIFIED - 029","other"
"radiowave","MACHETEOXIDADO - Canyon Sequence 2","electronic"
"radiowave","BANISHED PILLS - Wane","electronic"
"radiowave","KIRILL MAZHAI - N60.571260 E30.226697","electronic"
"radiowave","OLAN MILL - Bulkhead","electronic"
"radiowave","ANDREW SHERWELL - Ektenia 03 v4","electronic"
"radiowave","OLAN MILL - Week 11","electronic"
"radiowave","THET LITURGISKE OWÄSENDET - POL","electronic"
"radiowave","OJERUM - VII","other"
"radiowave","LAMBCHOP - NIV","other"
"radiowave","SPEEDY ORTIZ - Raising The Skate","rock"
"radiowave","SVE - Riot","pop"
"radiowave","PALMISTRY - Club Aso","electronic"
"radiowave","RÖYKSOPP & ROBYN - Do It Again","pop"
"radiowave","QUILT - Eliot St.","rock"
"radiowave","PARLIAMENT - I'm Gon Make U Sick O'Me ft. Scarface","other"
"radiowave","REST IN HASTE - Don't Play Dead","rock"
"radiowave","WILCO - Wilco The Song","rock"
"radiowave","NEON BUNNY - Now","pop"
"radiowave","RAT COLUMNS - Someone Else's Dream","rock"
"radiowave","DANIEL T. - Master Plan","pop"
"radiowave","JAMILA WOODS - Giovanni","hip-hop"
"radiowave","COMMUNIONS - Hymn","rock"
"radiowave","NVMERI - Scales","electronic"
"radiowave","GRIMES - REALiTi","pop"
"radiowave","TENNIS - Ladies Don't Play Guitar","pop"
"radiowave","LOU REED - WALK ON THE WILD SIDE","rock"
"radiowave","INXS - MYSTIFY","pop"
"radiowave","RODNEY CROMWELL - Comrades","pop"
"radiowave","FROG EYES - Idea Man","rock"
"radiowave","VLTAVA - Hurá písničky","rock"
"radiowave","AIR - Mer Du Japon","electronic"
"radiowave","AVERAGE WHITE BAND - Work To Do (A Young Pulse Rework)","jazz"
"radiowave","FUNKIN BASSTARDS - People Under the Snare feat. Selectah Kats & Kid Stretch _ 2019 Timewarp - Freestyle 4 Funk 7","other"
"radiowave","IVAN BLANUSA - Loungin _ 2019 Timewarp - Freestyle 4 Funk 7","other"
"radiowave","BOBBY LYLE - Magic Ride _ BBE","jazz"
"radiowave","SNARKY PUPPY - Xavi _ 2019 Immigrance","jazz"
"radiowave","JAMES DAY - Rewind feat. Audrey Wheeler (Time Machine Mix)","jazz"
"radiowave","EDDIE KENDRICKS - Date With The Rain (The Reflex Revision)","other"
"radiowave","BERNIE WORRELL - Funk-A-Hall-Licks _ 1990 Funk Of Ages","rock"
"radiowave","ORGONE - All Good Things feat. Adryon De Leon _ 2019 Reasons","other"
"radiowave","ORGONE - Light in Me feat. Adryon De Leon _ 2019 Reasons","other"
"radiowave","PLEASURE - Celebrate The Good Things","electronic"
"radiowave","BB BOOGIE - Standing On the Wall feat. Kevin Bryant _ 2017 R2 Records","other"
"radiowave","FUN LOVIN CRIMINALS - Southside (Stool Pigeon Version) _ 2019 Another Mimosa","rock"
"radiowave","GRUPO FANTASMA - The Wall _ 2019 American Music Vol. VII","other"
"radiowave","SHEILA E. - Nasty Thang _ 2013 Icon _ Moosicus Records","pop"
"radiowave","THE APX - Jupiter _ 2018  single","electronic"
"radiowave","TOP DREAM COMPANY - I Love You Baby","other"
"radiowave","THE FEARLESS FLYERS - Bicentennial feat. Elizabeth Lea & Jack Stratton _ 2018 The Fearless Flyers","other"
"radiowave","THE FEARLESS FLYERS - Ace of Aces _ 2018 The Fearless Flyers","other"
"radiowave","KOOL CUSTOMER - Play _ 2018 Kool Customer","other"
"radiowave","SMOOVE & TURRELL - Hate Seeking Missile","jazz"
"radiowave","AL TURNER - Divinely Created _ 2018 This Is","jazz"
"radiowave","THE MOTET - Highly Compatible _ 2019 Death Or Devotion","jazz"
"radiowave","IDA NIELSEN - I Really Think Ur Cute feat. Kuku Agami","other"
"radiowave","SWEARIN' - Watered Down","other"
"radiowave","CARIBOU - Can't Do With You","electronic"
"radiowave","CUT COPY - In These Arms Of Love","electronic"
"radiowave","THE GO! TEAM - Mayday","pop"
"radiowave","RUN THE JEWELS - Oh My Darling Don't Meow (Just Blaze Remix)","hip-hop"
"radiowave","BAKONGO - Grind (Dreem Tran's edit)","other"
"radiowave","EERIE WANDA - Pet Town","pop"
"radiowave","GWENNO - Tir Ha Mor","pop"
"radiowave","HANK WOOD & HAMMERHEADS - You could have it","other"
"radiowave","SALLY DIGE - Holding On","pop"
"radiowave","LALI PUNA - Being Water","electronic"
"radiowave","JANELLE MONÁE - Make Me Feel","other"
"radiowave","GIRLPOOL - It Gets More Blue","pop"
"radiowave","THE VALENTINES - Life Is a Joke","rock"
"radiowave","CROCODILES - Wait Until Tomorrow","pop"
"radiowave","DARKSTAR - Black Ghost ft. Gaika","electronic"
"radiowave","WET - You're Not Wrong","pop"
"radiowave","PETER BJORN AND JOHN - What You Talking About?","pop"
"radiowave","DEVON CHURCH - Chamomile","pop"
"radiowave","FAT WHITE FAMILY - Feet","rock"
"radiowave","ONEOHTRIX POINT NEVER - We'll Take It","electronic"
"radiowave","DJ EARL - So Cold","electronic"
"radiowave","SUPERORGANISM - Something For Your M.I.N.D.","pop"
"radiowave","MOUNT EERIE - Now Only","other"
"radiowave","KING GIZZARD & THE LIZARD WIZARD - Beginner's Luck","rock"
"radiowave","LAURA JEAN - Girls On The TV","other"
"radiowave","EVA01 - Chitin","electronic"
"radiowave","GOLD-BEARS - For You","pop"
"radiowave","PEAKING LIGHTS - I Can Read Your Mind","electronic"
"radiowave","(SMOG) - Cold Blooded Old Times","rock"
"radiowave","ANGEL OLSEN - Forgiven/Forgotten","other"
"radiowave","CHARLOTTE ADIGÉRY - High Lights","pop"
"radiowave","SAM SMITH & NORMANI - DANCING WITH A STRANGER","other"
"radiowave","MABEL - DON'T CALL ME UP","pop"
"radiowave","JUNGLE - Casio","electronic"
"radiowave","NOISE DON'T CRY - Promises","other"
"radiowave","MAKROPULOS - The Carpathians","other"
"radiowave","SOUNDWALK COLLECTIVE - Cai Yuanpei Hall 27","other"
"radiowave","MAX LODERBAUER - Who's That Born","electronic"
"radiowave","KILCHHOFER - Lubbari","electronic"
"radiowave","BURNT FRIEDMAN - Repentance 2016","electronic"
"radiowave","SOUNDWALK COLLECTIVE - Nadqan","other"
"radiowave","SOUNDWALK COLLECTIVE - Kingdom Of Kashi","other"
"radiowave","SOUNDWALK COLLECTIVE - Object Of Human Pursuit","other"
"radiowave","SOUNDWALK COLLECTIVE - Hymn Of Creation (Alternate Mix)","other"
"radiowave","AUTUMNS - I Never Noticed That You Left","rock"
"radiowave","PARIAH - Log Jam","other"
"radiowave","SIMBAD - Take My Hand (SMBD Zulu Dub)","electronic"
"radiowave","J-E-T-S - PLAY (feat. Mykki Blanco)","electronic"
"radiowave","IC3PEAK - Death No More","pop"
"radiowave","YOUNG MA - - Bake Freestyle","other"
"radiowave","STORMI MAYA - Aphro Puff","hip-hop"
"radiowave","Aesop Rock & TOBACCO are Malibu Ken - Corn Maze","rock"
"radiowave","AESOP ROCK & TOBACCO are Malibu Ken - Corn Maze","rock"
"radiowave","Aesop Rock & TOBACCO are Malibu Ken - Sword Box","rock"
"radiowave","AESOP ROCK & TOBACCO are Malibu Ken - Sword Box","rock"
"radiowave","OBBA SUPPA - Why Aint You Crazy","other"
"radiowave","SA-ROC - Goddess Gang","hip-hop"
"radiowave","JOYCE WRICE - Blurred Lines","pop"
"radiowave","JAMES BLAKE - Where's the Catch  (feat. André 3000)","electronic"
"radiowave","JAMES BLAKE - Mile High (feat. Metro Boomin & Travis Scott)","electronic"
"radiowave","KING B - How Many Licks","other"
"radiowave","SA-ROC - Forever","hip-hop"
"radiowave","ELLA MAI - Shot Clock","hip-hop"
"radiowave","NONAME - Room 25 - Ace Feat. Smino & Saba","other"
"radiowave","NONAME - Telefone - Forever Feat. Ravyn Lanae","other"
"radiowave","NONAME - Room 25 - Window Feat. Phoelix","other"
"radiowave","NONAME - Room 25 - Don't forget about","other"
"radiowave","LAFAWNDAH - Daddy","pop"
"radiowave","PRISON RELIGION - ALICIA KEYS","*core"
"radiowave","PRISON RELIGION - BLACKBOX","*core"
"radiowave","LOTIC - Resilience","electronic"
"radiowave","QUEST-ONMARC - SMOKESCREEN","other"
"radiowave","QUEST-ONMARC - XTCUNT","other"
"radiowave","LSDXOXO - BODY MODS - FREAKQUENCY","other"
"radiowave","AMADODA Feat. Sho Madjozi - Shes Drunk","other"
"radiowave","MR REAL - LEGBEGBE","hip-hop"
"radiowave","MOONCHILD SANELLY - THIRSTY ft Rudeboyz","pop"
"radiowave","LINN DA QUEBRADA - Menorme","other"
"radiowave","A TRIBE CALLED RED - The Virus ft Saul Williams Chippewa travellerss","electronic"
"radiowave","DIVIDED - Sometimes","rock"
"radiowave","TRICKY - Nothing's Changed ft. Francesca Belmonte","electronic"
"radiowave","MOVING UNITS - Kate Moss in '97","rock"
"radiowave","THE WEEKND - Can't Feel my Face","electronic"
"radiowave","PI'ERRE BOURNE - Yo Pi'erre ft. Playboi Carti","other"
"radiowave","CLARA LA SAN - Who Said","electronic"
"radiowave","THE KVB - Above Us","rock"
"radiowave","SPEEDY ORTIZ - Death Note","rock"
"radiowave","MY NAME IS ANN - When You Wake Up (rework)","electronic"
"radiowave","PANÁČIK - Román","other"
"radiowave","DEERHUNTER - Nothing Ever Happened","other"
"radiowave","REO CRAGUN - On My Way","pop"
"radiowave","LCD SOUNDSYSTEM - I Used To","electronic"
"radiowave","RICO NASTY - Guap LaLaLa","hip-hop"
"radiowave","GANG GANG DANCE - Lotus","other"
"radiowave","HAYLEY KIYOKO - Curious","pop"
"radiowave","DINAMARCA - Solo","electronic"
"radiowave","CHOIR BOY - Blood Moon","pop"
"radiowave","ARCA - Desafio (Zutzut Edit)","rock"
"radiowave","MECHATOK - All My Time","other"
"radiowave","SOLANGE FT. KELELA - Scales","other"
"radiowave","SIETE CATORCE & AMAZONDOTCOM - A Party That Fits In Your Pocket","other"
"radiowave","VINCE STAPLES - Prima Donna ft. ASAP Rocky","hip-hop"
"radiowave","ANDREA BALENCY - You've Never Been Alone","electronic"
"radiowave","SWET SHOP BOYS - Thas My Girl","hip-hop"
"radiowave","NAČEVA - Jdeš krajinou","other"
"radiowave","ILL - Stuck On A Loop","rock"
"radiowave","SILVER SPRINGS - Shelter Love","other"
"radiowave","PIANO WIRE - I'll Kill You","other"
"radiowave","THE SMITHS - Heaven Knows I'm Miserable Now","rock"
"radiowave","PURITY RING - Asido","pop"
"radiowave","CHARLI XCX - Babygirl ft. Uffie","pop"
"radiowave","SHARON VAN ETTEN - Seventeen","other"
"radiowave","FROKEDAL - I Don't Care","other"
"radiowave","MISSION OF BURMA - That's When I Reach For My Revolver","rock"
"radiowave","BONZAI - I Feel Alright","electronic"
"radiowave","PALE WAVES - New Year's Eve","pop"
"radiowave","ZHALA - Prophet (feat. Robyn)","pop"
"radiowave","MANNEQUIN PUSSY - Romantic","rock"
"radiowave","DAVID BOWIE - Ashes To Ashes","rock"
"radiowave","MATKA - Virust","other"
"radiowave","THE BOOKS - Beautiful People","electronic"
"radiowave","RAURY - Neveralone","hip-hop"
"radiowave","MANCUSO - Up In The Smoke","other"
"radiowave","COMMANDO KOKO - Sans Coeur ft. Eosine 1re","other"
"radiowave","THE PARADISE - in love with you (onlytom bootleg)","other"
"radiowave","JAYMIE SILK - Lover Boy","other"
"radiowave","PANJABI MC - Beware Of The Boys (Mundian To Bach Ke) (Jaymie Silk Edition)","electronic"
"radiowave","WAMDUE PROJECT - King Of My Castle (Jaymie Silk edition)","electronic"
"radiowave","NEANA - Bitter On The Lips","electronic"
"radiowave","L-VIS1990 - Ballad 4D x Yeah Yeah ft Flohio & Cassive","other"
"radiowave","AID KID - Bambinot","electronic"
"radiowave","CRYS - Pojďte dál kluci","rock"
"radiowave","DJ BUKI & CHEF3000 - Všichni a fofrem","other"
"radiowave","DRYMAN - Kapradí","other"
"radiowave","DJ TUCO - Daisy Jukes","electronic"
"radiowave","SBSTRD - Rovnost","other"
"radiowave","SELF - Prachy Vole","rock"
"radiowave","SIDE9000 - Kalamita","other"
"radiowave","JME - Man Don't Care ft. Giggs","hip-hop"
"radiowave","GRIMES - Go ft. Blood Diamonds","pop"
"radiowave","THE MUSCADETTES - I'm In Love","rock"
"radiowave","TINASHE - Company","pop"
"radiowave","WHITNEY - No Matter Where We Go","rock"
"radiowave","DJ TAYE - Trippin'","electronic"
"radiowave","FRANKIE ROSE - Dyson Sphere","pop"
"radiowave","PULP - Babies","pop"
"radiowave","CYMBALS EAT GUITARS - Have A Heart","rock"
"radiowave","CURTAINS DON'T CRACK - Hands Off","other"
"radiowave","BRUNO MARS - Finesse","pop"
"radiowave","BRUNO MARS FEAT. CARDI B - FINESSE","other"
"radiowave","SKY FERREIRA - You're Not The One","pop"
"radiowave","LAZER VIKING - Less Than Three","pop"
"radiowave","YOUNG FATHERS - In My View","hip-hop"
"radiowave","AZEALIA BANKS - Anna Wintour","electronic"
"radiowave","BOOTS - Aquaria","hip-hop"
"radiowave","BROCKHAMPTON - Boogie","hip-hop"
"radiowave","OCTAVIAN - Party Here","hip-hop"
"radiowave","WILEY - Can't Go Wrong","hip-hop"
"radiowave","MONIKINO KINO - Sedím doma","electronic"
"radiowave","ZOLA JESUS - Exhumed","pop"
"radiowave","KYLIE MINOGUE - DANCING","pop"
"radiowave","REAL ESTATE - Talking Backwards","rock"
"radiowave","ENCHANTED LANDS - multiworld soundbank","electronic"
"radiowave","TERRIBILIS - needle dreams","electronic"
"radiowave","FINAL HEAL - Wind","other"
"radiowave","ARIEL PINK - Put Your Number In My Phone","other"
"radiowave","MANIC STREET PREACHERS - Kevin Carter","pop"
"radiowave","GEORGIA ANNE MULDROW - Overload","hip-hop"
"radiowave","JENS LEKMAN - What's That Perfume That You Wear?","pop"
"radiowave","KIIARA - Say Anymore","pop"
"radiowave","JANE WEAVER - Slow Motion","other"
"radiowave","LEXXI - Red Eyez - V.I.P.","electronic"
"radiowave","DENITIA - Waiting","other"
"radiowave","JAY SOM - I Think You're Alright","pop"
"radiowave","MOIN MOIN - Rescue","other"
"radiowave","TOTO - AFRICA","pop"
"radiowave","Hegerová Hana - MAPA LÁSKY","other"
"radiowave","DESIRELESS - VOYAGE VOYAGE","pop"
"radiowave","SMACK - Pressure","rock"
"radiowave","HUGO TOXXX - Míč bro","hip-hop"
"radiowave","CHROMATICS - I Can Never Be Myself When You're Around","pop"
"radiowave","FRED MADISON - Way","rock"
"radiowave","AMBER ARCADES - Fading Lines","pop"
"radiowave","HANNE HUKKELBERG - The Whip","jazz"
"radiowave","LET'S EAT GRANDMA - Sax In The City","other"
"radiowave","HRTL - My Pizza Is Dead","other"
"radiowave","BECK - Devils Haircut","rock"
"radiowave","HAIM - Little of Your Love","pop"
"radiowave","MOURN - Silver Gold","rock"
"radiowave","EQUIKNOXX MUSIC - Bubble ft. Devid Di Dakta","electronic"
"radiowave","DVA - Juchu","electronic"
"radiowave","LIL UZI VERT - Neon Guts ft. Pharrell Williams","hip-hop"
"radiowave","POP ETC - Running In Circles","pop"
"radiowave","RINA MUSHONGA - Jungles","pop"
"radiowave","NE-HI - The Times I'm Not There ft. Jamila Woods","rock"
"radiowave","ROBYN & LA BAGATELLE MAGIQUE - Lose Control","pop"
"radiowave","BLOOD ORANGE - Saint","other"
"radiowave","JANELLE MONÁE - Pynk ft. Grimes","other"
"radiowave","SMINO - Coupe Se' Yern","hip-hop"
"radiowave","CLAP! CLAP! - Nguwe feat. Bongeziwe Mabandla","electronic"
"radiowave","DUKLA - U Prioru (Kids)","other"
"radiowave","FIORDMOSS - Siberia","electronic"
"radiowave","JAMIE XX - I Know There's Gonna Be (Good Times) feat. Young Thug & Popcaan","electronic"
"radiowave","FLEET FOXES - Ragged Wood","rock"
"radiowave","VAMPIRE WEEKEND - Finger Back","pop"
"radiowave","DAUGHTER - Burn It Down","other"
"radiowave","GALLANT - Doesn't Matter","other"
"radiowave","DEERHUNTER - Plains","other"
"radiowave","LESNÍ ZVĚŘ - Kavka Airlines","jazz"
"radiowave","UMAKART - Ve 4 ráno","pop"
"radiowave","TATA BOJS - Antikvariát - Tata Bojs","rock"
"radiowave","EASYFUN - Monopoly feat. Noonie Bao","electronic"
"radiowave","DUA LIPA - SWAN SONG","pop"
"radiowave","UNPERFECT - Gots To Give The Girl","pop"
"radiowave","SIGRID - DON'T FEEL LIKE CRYING","pop"
"radiowave","LAUV & TROYE SIVAN - I'M SO TIRED","other"
"radiowave","BETTY WHO - I Remember","pop"
"radiowave","PORCELAINE PEOPLE - Volunteer","rock"
"radiowave","HONEY T - Do U Thinkin","electronic"
"radiowave","PO ZDI BLECHU HONIT - Zkus startér","other"
"radiowave","RYAN HEMSWORTH - Based World","electronic"
"radiowave","NYLON JAIL - Freezing - Point","other"
"radiowave","ZHU - Cocaine Model","electronic"
"radiowave","WAREHOUSE - Super Low","rock"
"radiowave","SMERZ - Oh My My","electronic"
"radiowave","EDDY CURRENT SUPPRESSION RING - Which Way To Go","rock"
"radiowave","KING KHAN - It's A Lie","rock"
"radiowave","MO - Final Song","electronic"
"radiowave","ADAM LAMBERT - Welcome to the Show feat. Laleh","pop"
"radiowave","BULLY - Trying","rock"
"radiowave","POPCAAN - Silence","other"
"radiowave","ABRA - Fruit","pop"
"radiowave","KELELA - Frontline","electronic"
"radiowave","EL SORRIO - Pyno","other"
"radiowave","L I M - Game Over","pop"
"radiowave","MALIBU KEN - Tuesday","hip-hop"
"radiowave","DEERHUNTER - What Happens To People","other"
"radiowave","DEERHUNTER - Element","other"
"radiowave","DEERHUNTER - Détournement","other"
"radiowave","JAMES BLAKE - Mile High ft. Travis Scott & Metro Boomin","electronic"
"radiowave","JAMES BLAKE - Into The Red","electronic"
"radiowave","JAMES BLAKE - I'll Come Too","electronic"
"radiowave","BONNIE 'PRINCE' BILLY & THE CAIRO GANG - Island Brothers","other"
"radiowave","BLONDE REDHEAD - 23","rock"
"radiowave","THE MARS VOLTA - Ilyena","rock"
"radiowave","PSÍ VOJÁCI - Napsal jsem píseň","other"
"radiowave","ARBOURETUM - False Spring","rock"
"radiowave","EINSTÜRZENDE NEUBAUTEN - Selbstportrait Mit Kater","other"
"radiowave","TURNOVER - Sunshine Type","pop"
"radiowave","SUNSHINE - Top Top The Radio (Radio Wave Live Session)","rock"
"radiowave","TRAIL OF DEAD - Isis Unveiled","other"
"radiowave","YOUNG WIDOWS - Future Heart","rock"
"radiowave","WRECK AND REFERENCE - Powders","electronic"
"radiowave","MOGWAI - The Sun Smells Too Loud","rock"
"radiowave","BELLE & SEBASTIAN - I Didn't See It Coming (Cold Cave Remix)","pop"
"radiowave","GOON MOON - My Machine","rock"
"radiowave","JOHN FRUSCIANTE - Going Inside","rock"
"radiowave","ELLIOTT SMITH - High Times","rock"
"radiowave","SONIC YOUTH - Teen Age Riot","rock"
"radiowave","BJÖRK - Virus (Hudson Mohawke's Peaches & Guacamol remix)","electronic"
"radiowave","CLUB NIGHT - Rally","rock"
"radiowave","ARIANA GRANDE - thank u, next","pop"
"radiowave","THE RAVEONETTES - Observations","rock"
"radiowave","RADICAL MIRACLE - The Glare We Ain't Used To","other"
"radiowave","CAMP COPE - The Opener","rock"
"radiowave","ARIANA GRANDE - No Tears Left To Cry","pop"
"radiowave","MAKTHAVERSKAN - In My Dreams","rock"
"radiowave","WEEZER - ISLAND IN THE SUN","rock"
"radiowave","DAVID BOWIE - SEVEN YEARS IN TIBET","rock"
"radiowave","OUGHT - These 3 Things","rock"
"radiowave","!!! - Must Be The Moon","rock"
"radiowave","HATER - Fall Off","rock"
"radiowave","KINGSLEY IBENECHE - To The Citadel","other"
"radiowave","DEB NEVER - In The Night ft. D33J","other"
"radiowave","SHLOHMO - The End","electronic"
"radiowave","SEGA BODEGA - mimi","electronic"
"radiowave","JASO - kiss goodbye (rAHHH remix)","other"
"radiowave","TOMAS BARFOD - Better Than I Would (rAHHH Remix)","electronic"
"radiowave","MR. MITCH - Restart","pop"
"radiowave","MR. MITCH - Show Me (Demo Mix)","pop"
"radiowave","MR. MITCH - Closure","pop"
"radiowave","ALEX AUTAJON - Don't Need U (Ethyäne Remix)","other"
"radiowave","ALEX AUTAJON - Don't Need U","other"
"radiowave","COCO & BREEZY - Differences (DJ Sliink Remix)","other"
"radiowave","DIPLO - Boom Bye Bye ft. Niska","electronic"
"radiowave","PABLO DREAD - Fyah Burnin","other"
"radiowave","KYO - Trinity","rock"
"radiowave","MIRUKY - PSYCHO","other"
"radiowave","BOBBY TANK - Lockdown","pop"
"radiowave","DUCKY - Day Zero","electronic"
"radiowave","LOW - Monkey (Live)","rock"
"radiowave","EVERYTHING IS RECORDED - Early This Morning ft. Giggs","electronic"
"radiowave","KVĚTY - Byt","rock"
"radiowave","YUMI ZOUMA - Keep It Close To Me","pop"
"radiowave","GRIZZLY BEAR - Neighbors","other"
"radiowave","THE SUN DAYS - Don't Need To Be Them","pop"
"radiowave","ZAGAMI JERICHO - Starseeing","electronic"
"radiowave","DIVIDED - Wasted","rock"
"radiowave","DECEASED SQUIRREL ON THE PHONE - Jesus No. 2","rock"
"radiowave","HELLWANA - Bump'n'Grime","other"
"radiowave","TAME IMPALA - Let It Happen (edit)","rock"
"radiowave","N.E.R.D. - Lemon ft. Rihanna","hip-hop"
"radiowave","COURTNEY BARNETT - Elevator Operator","other"
"radiowave","ZHU - Automatic ft. AlunaGeorge","electronic"
"radiowave","Wesley Gonzalez - Come Through and See Me","other"
"radiowave","Micachu  the Shapes - Oh Baby","other"
