"song","spotify_url","spotify_track_id","n","spotify_uri"
"CARTEL MADRAS: Drift feat. Dom Dias","https://open.spotify.com/track/5OsJvm24pLAk5jCkPfWe7r","5OsJvm24pLAk5jCkPfWe7r",3,"spotify:track:5OsJvm24pLAk5jCkPfWe7r"
"SUSANNE SUNDFOR: White Foxes","https://open.spotify.com/track/3LXzqwjJWhoHYIScm4JHY8","3LXzqwjJWhoHYIScm4JHY8",1,"spotify:track:3LXzqwjJWhoHYIScm4JHY8"
"Boards Of Canada: Roygbiv","https://open.spotify.com/track/2XQSgmtEY2titXhfY414dy","2XQSgmtEY2titXhfY414dy",1,"spotify:track:2XQSgmtEY2titXhfY414dy"
"CARLOS SANTANA: SAMBA PA TI","https://open.spotify.com/track/35fC3Wq3slX4OBfyvBVmHm","35fC3Wq3slX4OBfyvBVmHm",1,"spotify:track:35fC3Wq3slX4OBfyvBVmHm"
"THYLA: Breathe","https://open.spotify.com/track/2iMiNpgAjq85psbWygChVp","2iMiNpgAjq85psbWygChVp",10,"spotify:track:2iMiNpgAjq85psbWygChVp"
"OSCAR SCHELLER: I’m Enough feat. Katie Gavin","https://open.spotify.com/track/6JSvMqV3e3TjzkYkAGYwu1","6JSvMqV3e3TjzkYkAGYwu1",10,"spotify:track:6JSvMqV3e3TjzkYkAGYwu1"
"DEVENDRA BANHART: Santa Maria De Feira","https://open.spotify.com/track/6Yf2HCrWLUo8sgm7KuQagg","6Yf2HCrWLUo8sgm7KuQagg",1,"spotify:track:6Yf2HCrWLUo8sgm7KuQagg"
"MOBY: EXTREME WAYS (BOURNE'S ULTIMATUM)","https://open.spotify.com/track/6s421MSi0Y4rSuU5imKptL","6s421MSi0Y4rSuU5imKptL",1,"spotify:track:6s421MSi0Y4rSuU5imKptL"
"Sigur Rós: Gong","https://open.spotify.com/track/1ZjQgM7HHjv5EjE05dOEMq","1ZjQgM7HHjv5EjE05dOEMq",1,"spotify:track:1ZjQgM7HHjv5EjE05dOEMq"
"TV ON THE RADIO: Dancing Choose","https://open.spotify.com/track/3aXsK9U1BwP9cbhePNetNi","3aXsK9U1BwP9cbhePNetNi",1,"spotify:track:3aXsK9U1BwP9cbhePNetNi"
"NANA YAMATO: If","https://open.spotify.com/track/4r0CaATCldcDVVjlSs4D3k","4r0CaATCldcDVVjlSs4D3k",9,"spotify:track:4r0CaATCldcDVVjlSs4D3k"
"CELINE DION: MY HEART WILL GO ON","https://open.spotify.com/track/33LC84JgLvK2KuW43MfaNq","33LC84JgLvK2KuW43MfaNq",1,"spotify:track:33LC84JgLvK2KuW43MfaNq"
