"song","spotify_url","spotify_track_id","n","spotify_uri"
"PLAYBOI CARTI: Go2DaMoon ft. Kanye West","https://open.spotify.com/track/0F13K9dwYH2zpTWiR8d628","0F13K9dwYH2zpTWiR8d628",7,"spotify:track:0F13K9dwYH2zpTWiR8d628"
"MASHA QRELLA: Crooked Dreams","https://open.spotify.com/track/2KeWvsUijlSepXk2X0QNgQ","2KeWvsUijlSepXk2X0QNgQ",1,"spotify:track:2KeWvsUijlSepXk2X0QNgQ"
"FUTURE ISLANDS: Seasons (Waiting on You)","https://open.spotify.com/track/522YBf6WqBwJVAe7oHLymu","522YBf6WqBwJVAe7oHLymu",1,"spotify:track:522YBf6WqBwJVAe7oHLymu"
"GLEB: Budeme tam ft. Vi3e","https://open.spotify.com/track/5pSEse8fr1opKtKge6QOkJ","5pSEse8fr1opKtKge6QOkJ",10,"spotify:track:5pSEse8fr1opKtKge6QOkJ"
"WOODS: Tambourine Light","https://open.spotify.com/track/67QVf5jzQKXukVf381rsXK","67QVf5jzQKXukVf381rsXK",1,"spotify:track:67QVf5jzQKXukVf381rsXK"
"WILEY: Joe Bloggs ft. Newham Generals & President T","https://open.spotify.com/track/0fPBr1CizG2WhBQGUGJnVS","0fPBr1CizG2WhBQGUGJnVS",2,"spotify:track:0fPBr1CizG2WhBQGUGJnVS"
"DAN BÁRTA: ON MY HEAD","https://open.spotify.com/track/1lkT3GByr30WBU7toNBtGf","1lkT3GByr30WBU7toNBtGf",2,"spotify:track:1lkT3GByr30WBU7toNBtGf"
"ZARA LARSSON: Talk About Love ft. Young Thug","https://open.spotify.com/track/1qA9TnEJ2sUub9QkN9K3Mv","1qA9TnEJ2sUub9QkN9K3Mv",11,"spotify:track:1qA9TnEJ2sUub9QkN9K3Mv"
"PRIESSNITZ: Stereo","https://open.spotify.com/track/1q3taJIn5N1dS3vXphxEuc","1q3taJIn5N1dS3vXphxEuc",1,"spotify:track:1q3taJIn5N1dS3vXphxEuc"
"SMACK: Sklízim ft. Faze Miyake","https://open.spotify.com/track/7fzW11niZl0TCysQsR4iTQ","7fzW11niZl0TCysQsR4iTQ",8,"spotify:track:7fzW11niZl0TCysQsR4iTQ"
"ARCTIC MONKEYS: Brianstorm","https://open.spotify.com/track/7f9I5WdyXm5q1XqnSYgQZb","7f9I5WdyXm5q1XqnSYgQZb",1,"spotify:track:7f9I5WdyXm5q1XqnSYgQZb"
"LOWER DENS: Brains","https://open.spotify.com/track/3ww9gVoQ48FTEgYKgkVbBf","3ww9gVoQ48FTEgYKgkVbBf",1,"spotify:track:3ww9gVoQ48FTEgYKgkVbBf"
"DUM DUM GIRLS: Bhang Bhang, I'm A Burnout","https://open.spotify.com/track/5JXHAZxis4CXEntGjjocI2","5JXHAZxis4CXEntGjjocI2",1,"spotify:track:5JXHAZxis4CXEntGjjocI2"
"THE POSTAL SERVICE: Such Great Heights","https://open.spotify.com/track/75z2YLg5Lkqf6qL9XOY8tV","75z2YLg5Lkqf6qL9XOY8tV",1,"spotify:track:75z2YLg5Lkqf6qL9XOY8tV"
