"song","spotify_url","spotify_track_id","n","spotify_uri"
"PRIESSNITZ: Na kraji města","https://open.spotify.com/track/2kZGfAEePXVIDdzHPp6jgX","2kZGfAEePXVIDdzHPp6jgX",1,"spotify:track:2kZGfAEePXVIDdzHPp6jgX"
"FLETCHER: Last Laugh","https://open.spotify.com/track/7JumKTBNWMS6q2tvqZtFHV","7JumKTBNWMS6q2tvqZtFHV",11,"spotify:track:7JumKTBNWMS6q2tvqZtFHV"
"AJ TRACEY: Yumeko","https://open.spotify.com/track/6yJwkQTRYVicy6jWed3wpn","6yJwkQTRYVicy6jWed3wpn",9,"spotify:track:6yJwkQTRYVicy6jWed3wpn"
"JAPANDROIDS: Near To The Wild Heart Of Life","https://open.spotify.com/track/4aQSJS43Lwfc6egUwKbXhb","4aQSJS43Lwfc6egUwKbXhb",1,"spotify:track:4aQSJS43Lwfc6egUwKbXhb"
"POST-HUDBA: Bezpečí a klid","https://open.spotify.com/track/2PxiJT5aUxHiMoiZdiU6j2","2PxiJT5aUxHiMoiZdiU6j2",10,"spotify:track:2PxiJT5aUxHiMoiZdiU6j2"
"AWALI: Strong White Wings","https://open.spotify.com/track/5fOlpTwkhFNUcdVAiNt8nv","5fOlpTwkhFNUcdVAiNt8nv",2,"spotify:track:5fOlpTwkhFNUcdVAiNt8nv"
"BOB SHMURDA: Hot Nigga","https://open.spotify.com/track/0aVwQLqJuM4HSFbXxjxSdf","0aVwQLqJuM4HSFbXxjxSdf",2,"spotify:track:0aVwQLqJuM4HSFbXxjxSdf"
"PANDA BEAR: Playing the Long Game","https://open.spotify.com/track/3KEutvjpeSo7yqSSMQE0QH","3KEutvjpeSo7yqSSMQE0QH",1,"spotify:track:3KEutvjpeSo7yqSSMQE0QH"
"MISS GRIT: Dark Side Of The Party","https://open.spotify.com/track/4jsPhiQGlOnodfRRzqQrf7","4jsPhiQGlOnodfRRzqQrf7",10,"spotify:track:4jsPhiQGlOnodfRRzqQrf7"
"VAMPIRE WEEKEND: Diane Young","https://open.spotify.com/track/10f0hrbCBiQk9STrFG3EU7","10f0hrbCBiQk9STrFG3EU7",1,"spotify:track:10f0hrbCBiQk9STrFG3EU7"
"FLOEX & TOM HODGE: John Doe Arise (Max Cooper remix)","https://open.spotify.com/track/4YNCqicwtSSsLrBk17oMVg","4YNCqicwtSSsLrBk17oMVg",2,"spotify:track:4YNCqicwtSSsLrBk17oMVg"
"NAOMI SMALLS: Pose","https://open.spotify.com/track/5FNmiCy5lgKbVFig1fCY0W","5FNmiCy5lgKbVFig1fCY0W",2,"spotify:track:5FNmiCy5lgKbVFig1fCY0W"
"GOAT GIRL: The Crack","https://open.spotify.com/track/5vxLAKOeBx2gcuo62dRuQW","5vxLAKOeBx2gcuo62dRuQW",8,"spotify:track:5vxLAKOeBx2gcuo62dRuQW"
"PEACHES: Light In Places","https://open.spotify.com/track/475xTi4O3s9gRhW7ZsvoeR","475xTi4O3s9gRhW7ZsvoeR",1,"spotify:track:475xTi4O3s9gRhW7ZsvoeR"
"RINA SAWAYAMA: Lucid","https://open.spotify.com/track/5DVATjQZPVsm5kWbrPmekU","5DVATjQZPVsm5kWbrPmekU",10,"spotify:track:5DVATjQZPVsm5kWbrPmekU"
"I'M FROM BARCELONA: Violins","https://open.spotify.com/track/3KHGkvVAloT6uZIxFht4J8","3KHGkvVAloT6uZIxFht4J8",1,"spotify:track:3KHGkvVAloT6uZIxFht4J8"
"RICO NASTY: Own It","https://open.spotify.com/track/17zka6o2SSRkifCLaCABQD","17zka6o2SSRkifCLaCABQD",11,"spotify:track:17zka6o2SSRkifCLaCABQD"
"LANA DEL REY: Love","https://open.spotify.com/track/2Kerz9H9IejzeIpjhDJoYG","2Kerz9H9IejzeIpjhDJoYG",2,"spotify:track:2Kerz9H9IejzeIpjhDJoYG"
"TYGA: Rack City","https://open.spotify.com/track/0srwKuJPH8yBzzFUJMBQM2","0srwKuJPH8yBzzFUJMBQM2",2,"spotify:track:0srwKuJPH8yBzzFUJMBQM2"
"AUSTRA: Beat And The Pulse","https://open.spotify.com/track/1kqantjg5HlqWuv3ZdLh7d","1kqantjg5HlqWuv3ZdLh7d",1,"spotify:track:1kqantjg5HlqWuv3ZdLh7d"
"FEVER RAY: To The Moon And Back","https://open.spotify.com/track/3TpS8fwpm5yqcGIudfkIxc","3TpS8fwpm5yqcGIudfkIxc",1,"spotify:track:3TpS8fwpm5yqcGIudfkIxc"
"LORDE: Homemade Dynamite","https://open.spotify.com/track/5u64RlrnvvbtNh6R0EMh6o","5u64RlrnvvbtNh6R0EMh6o",2,"spotify:track:5u64RlrnvvbtNh6R0EMh6o"
"CHRISTINE AND THE QUEENS: La Marcheuse","https://open.spotify.com/track/5IV5Wh6hdncGcsnbVhhVug","5IV5Wh6hdncGcsnbVhhVug",2,"spotify:track:5IV5Wh6hdncGcsnbVhhVug"
