"song","spotify_url","spotify_track_id","n","spotify_uri"
"REAL ESTATE: Talking Backwards","https://open.spotify.com/track/0ZwlxoHAnvkCRjsOrHAleU","0ZwlxoHAnvkCRjsOrHAleU",1,"spotify:track:0ZwlxoHAnvkCRjsOrHAleU"
"WHY?: Good Friday","https://open.spotify.com/track/65Z4dxKlWtNhrPghqWtevw","65Z4dxKlWtNhrPghqWtevw",1,"spotify:track:65Z4dxKlWtNhrPghqWtevw"
"SLEATER-KINNEY: Oh!","https://open.spotify.com/track/409rJzugVENbmtzU5d3AGu","409rJzugVENbmtzU5d3AGu",1,"spotify:track:409rJzugVENbmtzU5d3AGu"
"KILLERS: Shadowplay","https://open.spotify.com/track/6HbTF52swZiGSJ2cvAJ7PU","6HbTF52swZiGSJ2cvAJ7PU",1,"spotify:track:6HbTF52swZiGSJ2cvAJ7PU"
"CLAP YOUR HANDS SAY YEAH: Same Mistake","https://open.spotify.com/track/6rCJ2SfzgEzif3RDyGqdh8","6rCJ2SfzgEzif3RDyGqdh8",1,"spotify:track:6rCJ2SfzgEzif3RDyGqdh8"
"SANTIGOLD: Kicking Down Doors","https://open.spotify.com/track/3sqJmNejVHbGNwge0OaLrT","3sqJmNejVHbGNwge0OaLrT",1,"spotify:track:3sqJmNejVHbGNwge0OaLrT"
"THE ROOTS: Break You Off","https://open.spotify.com/track/4jZcfHe0hbc5ireJAxmQvC","4jZcfHe0hbc5ireJAxmQvC",1,"spotify:track:4jZcfHe0hbc5ireJAxmQvC"
"JAPANTHER: Bumpin' Rap Tapes","https://open.spotify.com/track/1No0OHa9quZUZ0NsiazXmw","1No0OHa9quZUZ0NsiazXmw",1,"spotify:track:1No0OHa9quZUZ0NsiazXmw"
"ELLIPHANT: One More ft. MO","https://open.spotify.com/track/6KdwWL4ggoHLX4TMtoJtC0","6KdwWL4ggoHLX4TMtoJtC0",2,"spotify:track:6KdwWL4ggoHLX4TMtoJtC0"
"KURT VILE: Pretty Pimpin","https://open.spotify.com/track/47cNDW1xyM03mT2kseO41a","47cNDW1xyM03mT2kseO41a",1,"spotify:track:47cNDW1xyM03mT2kseO41a"
"TENNIS: Ladies Don't Play Guitar","https://open.spotify.com/track/2b1DI1HxmdNQSLusp2oBn9","2b1DI1HxmdNQSLusp2oBn9",1,"spotify:track:2b1DI1HxmdNQSLusp2oBn9"
"SPOON: Rent I Pay","https://open.spotify.com/track/0qaungVk0bda3HaQl07cFj","0qaungVk0bda3HaQl07cFj",1,"spotify:track:0qaungVk0bda3HaQl07cFj"
"DAVID BOWIE: HEROES","https://open.spotify.com/track/7Jh1bpe76CNTCgdgAdBw4Z","7Jh1bpe76CNTCgdgAdBw4Z",1,"spotify:track:7Jh1bpe76CNTCgdgAdBw4Z"
"KANYE WEST: Father Stretch My Hands Pt. 1","https://open.spotify.com/track/4KW1lqgSr8TKrvBII0Brf8","4KW1lqgSr8TKrvBII0Brf8",1,"spotify:track:4KW1lqgSr8TKrvBII0Brf8"
"DAVID BOWIE: LET'S DANCE","https://open.spotify.com/track/3ix6K4wZY29bCujrSznwFZ","3ix6K4wZY29bCujrSznwFZ",1,"spotify:track:3ix6K4wZY29bCujrSznwFZ"
"MESHELL NDEGEOCELLO: Dirty World","https://open.spotify.com/track/3vPqZouNik5QTyOyDFO8DI","3vPqZouNik5QTyOyDFO8DI",1,"spotify:track:3vPqZouNik5QTyOyDFO8DI"
"MATTHEW DEAR: Her Fantasy","https://open.spotify.com/track/4anpRvk7QZm8c9ExI6fVGf","4anpRvk7QZm8c9ExI6fVGf",1,"spotify:track:4anpRvk7QZm8c9ExI6fVGf"
"TALIB KWELI: Put it in the Air ft. DJ Quik","https://open.spotify.com/track/7qgUQBliDjhSNrkjwwQGG0","7qgUQBliDjhSNrkjwwQGG0",1,"spotify:track:7qgUQBliDjhSNrkjwwQGG0"
"DEERHOOF: Come Down Here & Say That ft. Laetitia Sadier","https://open.spotify.com/track/6rebO7bAkrFwWs02jVK4cz","6rebO7bAkrFwWs02jVK4cz",1,"spotify:track:6rebO7bAkrFwWs02jVK4cz"
"YEAH YEAH YEAHS: Zero","https://open.spotify.com/track/6RnfjXnNuKK6zca1d9W0Ir","6RnfjXnNuKK6zca1d9W0Ir",1,"spotify:track:6RnfjXnNuKK6zca1d9W0Ir"
"THE KILLS: Cat Claw","https://open.spotify.com/track/6za9xAD6ocDxHd5UDxkTOb","6za9xAD6ocDxHd5UDxkTOb",1,"spotify:track:6za9xAD6ocDxHd5UDxkTOb"
"!!!: Must Be The Moon","https://open.spotify.com/track/0Atug4mWd6C10PQLUvL0E1","0Atug4mWd6C10PQLUvL0E1",1,"spotify:track:0Atug4mWd6C10PQLUvL0E1"
"KANYE WEST: Lost In The World ft. Bon Iver","https://open.spotify.com/track/2Im64pIz6m0EJKdUe6eZ8r","2Im64pIz6m0EJKdUe6eZ8r",1,"spotify:track:2Im64pIz6m0EJKdUe6eZ8r"
"EVERYTHING EVERYTHING: Distant Past","https://open.spotify.com/track/4L2F0LcDVtNrFc1K4lmx3m","4L2F0LcDVtNrFc1K4lmx3m",1,"spotify:track:4L2F0LcDVtNrFc1K4lmx3m"
"OF MONTREAL: Jigsaw Puzzle","https://open.spotify.com/track/3TwEi7E3MQ4kt1pwDghPm8","3TwEi7E3MQ4kt1pwDghPm8",1,"spotify:track:3TwEi7E3MQ4kt1pwDghPm8"
"PEAKING LIGHTS: Breakdown","https://open.spotify.com/track/5uGyg7ZeDhB6scY2VTARGw","5uGyg7ZeDhB6scY2VTARGw",1,"spotify:track:5uGyg7ZeDhB6scY2VTARGw"
"REAL ESTATE: Darling","https://open.spotify.com/track/36PQh1G6h7n9VWB799fXpI","36PQh1G6h7n9VWB799fXpI",1,"spotify:track:36PQh1G6h7n9VWB799fXpI"
"PRINZHORN DANCE SCHOOL: Reign","https://open.spotify.com/track/7G8lzrLvkupGmAVs7lATlg","7G8lzrLvkupGmAVs7lATlg",1,"spotify:track:7G8lzrLvkupGmAVs7lATlg"
"ATLAS SOUND: Walkabout (feat. Noah Lennox)","https://open.spotify.com/track/2e3KUBfcAwAyQtgbeUBKob","2e3KUBfcAwAyQtgbeUBKob",1,"spotify:track:2e3KUBfcAwAyQtgbeUBKob"
"FLORENCE,  THE MACHINE: What The Water Gave Me","https://open.spotify.com/track/10H6mvk1cPPTzs3IHsHSHi","10H6mvk1cPPTzs3IHsHSHi",1,"spotify:track:10H6mvk1cPPTzs3IHsHSHi"
