"song","spotify_url","spotify_track_id","n","spotify_uri"
"SLEATER-KINNEY: Entertain","https://open.spotify.com/track/0Sq6xHWDpECstZ76RKavQY","0Sq6xHWDpECstZ76RKavQY",1,"spotify:track:0Sq6xHWDpECstZ76RKavQY"
"BURIAL: Chemz","https://open.spotify.com/track/6NtQb0WuCZTmXCvUnxI0hu","6NtQb0WuCZTmXCvUnxI0hu",1,"spotify:track:6NtQb0WuCZTmXCvUnxI0hu"
"KID CONGO & THE PINK MONKEY BIRDS: Goldin' Browne","https://open.spotify.com/track/5JRWjrQWQ6Z54bmJl9PT7E","5JRWjrQWQ6Z54bmJl9PT7E",1,"spotify:track:5JRWjrQWQ6Z54bmJl9PT7E"
"THEE OH SEES: Fortress","https://open.spotify.com/track/7timE87KqTst9uvoEpThSz","7timE87KqTst9uvoEpThSz",1,"spotify:track:7timE87KqTst9uvoEpThSz"
"FUTURE ISLANDS: Ran","https://open.spotify.com/track/7BTaDw9yXTknLItNtuZFgF","7BTaDw9yXTknLItNtuZFgF",1,"spotify:track:7BTaDw9yXTknLItNtuZFgF"
"THE BLOOD BROTHERS: Set Fire To The Face On Fire","https://open.spotify.com/track/544Ptp7zIMQ1F6qkQBEIgf","544Ptp7zIMQ1F6qkQBEIgf",1,"spotify:track:544Ptp7zIMQ1F6qkQBEIgf"
"DINOSAUR JR.: Almost Ready","https://open.spotify.com/track/6KJD3pzvJ2g1W8ZX3Nfmd5","6KJD3pzvJ2g1W8ZX3Nfmd5",1,"spotify:track:6KJD3pzvJ2g1W8ZX3Nfmd5"
"RA RA RIOT: Foreign Lovers","https://open.spotify.com/track/2KKWCSgtcOUcqWi4ClkR45","2KKWCSgtcOUcqWi4ClkR45",1,"spotify:track:2KKWCSgtcOUcqWi4ClkR45"
"THE FIERY FURNACES: The End Is Near","https://open.spotify.com/track/3A7I6x2l73QSZmigTVFB2C","3A7I6x2l73QSZmigTVFB2C",1,"spotify:track:3A7I6x2l73QSZmigTVFB2C"
"LIARS: No Tree No Branch","https://open.spotify.com/track/0YmWVGW6ywl22KdnRVi5LG","0YmWVGW6ywl22KdnRVi5LG",1,"spotify:track:0YmWVGW6ywl22KdnRVi5LG"
"WWW: Ve stínu lamp","https://open.spotify.com/track/6QTwGKPy33rxbNmpXFKZss","6QTwGKPy33rxbNmpXFKZss",1,"spotify:track:6QTwGKPy33rxbNmpXFKZss"
"THE GO! TEAM: The Scene Between","https://open.spotify.com/track/0pgpfvm5EYkg3VvjTueDSO","0pgpfvm5EYkg3VvjTueDSO",1,"spotify:track:0pgpfvm5EYkg3VvjTueDSO"
"HOW TO DRESS WELL: Lost Youth / Lost You","https://open.spotify.com/track/36cNPxDZocGVGmyQF2BR6a","36cNPxDZocGVGmyQF2BR6a",1,"spotify:track:36cNPxDZocGVGmyQF2BR6a"
"BLACK KIDS: Hurricane Jane","https://open.spotify.com/track/6i5TjPi3OBBj4RhAIWOY0I","6i5TjPi3OBBj4RhAIWOY0I",1,"spotify:track:6i5TjPi3OBBj4RhAIWOY0I"
"ROOTS MANUVA: Don't Breathe Out","https://open.spotify.com/track/0BP1UoPOQpxEaR7kjn2mNX","0BP1UoPOQpxEaR7kjn2mNX",1,"spotify:track:0BP1UoPOQpxEaR7kjn2mNX"
"FRANZ FERDINAND: Feel The Love Go","https://open.spotify.com/track/1Ze0nMoP6PY90k4VjInW4T","1Ze0nMoP6PY90k4VjInW4T",1,"spotify:track:1Ze0nMoP6PY90k4VjInW4T"
"ARCHIE BRONSON OUTFIT: Hoola","https://open.spotify.com/track/4pG2V8frh4GfiJQnwTmvmh","4pG2V8frh4GfiJQnwTmvmh",1,"spotify:track:4pG2V8frh4GfiJQnwTmvmh"
"AUSTRA: Utopia","https://open.spotify.com/track/0OLWYUpvxIMWkQtFXKfZ82","0OLWYUpvxIMWkQtFXKfZ82",1,"spotify:track:0OLWYUpvxIMWkQtFXKfZ82"
"CHEMICAL BROTHERS: Let Forever Be","https://open.spotify.com/track/3m1JFLpKLYgMi1jf6Bu16P","3m1JFLpKLYgMi1jf6Bu16P",1,"spotify:track:3m1JFLpKLYgMi1jf6Bu16P"
"THE DEAD WEATHER: Buzzkill(er)","https://open.spotify.com/track/4cj82vt5YQKuWl8LpeW67H","4cj82vt5YQKuWl8LpeW67H",1,"spotify:track:4cj82vt5YQKuWl8LpeW67H"
"NIRVANA: COME AS YOU ARE","https://open.spotify.com/track/4P5KoWXOxwuobLmHXLMobV","4P5KoWXOxwuobLmHXLMobV",1,"spotify:track:4P5KoWXOxwuobLmHXLMobV"
"ANIMAL COLLECTIVE: My Girls","https://open.spotify.com/track/7jZBPuJmkOsfPkwFD30dAA","7jZBPuJmkOsfPkwFD30dAA",1,"spotify:track:7jZBPuJmkOsfPkwFD30dAA"
"BLACK KIDS: I´m Not Gonna Teach Your Boyfriend How To Dance With You","https://open.spotify.com/track/6fcZNs8sOkLwMK2NPzfVWC","6fcZNs8sOkLwMK2NPzfVWC",1,"spotify:track:6fcZNs8sOkLwMK2NPzfVWC"
"THE PONYS: Double Vision","https://open.spotify.com/track/2pCplcvMAFgpsNwV2BNkx2","2pCplcvMAFgpsNwV2BNkx2",1,"spotify:track:2pCplcvMAFgpsNwV2BNkx2"
