"song","spotify_url","spotify_track_id","n","spotify_uri"
"ARCHIE BRONSON OUTFIT: We Are Floating","https://open.spotify.com/track/5qSh433os5EXublt0ExVT6","5qSh433os5EXublt0ExVT6",1,"spotify:track:5qSh433os5EXublt0ExVT6"
"CHROMATICS: Night Drive","https://open.spotify.com/track/6d5jMLcYaEoZestm7ZMGj6","6d5jMLcYaEoZestm7ZMGj6",1,"spotify:track:6d5jMLcYaEoZestm7ZMGj6"
"CARLA FERNANDES: Sweatpants","https://open.spotify.com/track/5VgvAtmHYdhqPA8uFFALHi","5VgvAtmHYdhqPA8uFFALHi",10,"spotify:track:5VgvAtmHYdhqPA8uFFALHi"
"MOLLY BURCH: Emotion ft. Wild Nothing","https://open.spotify.com/track/5DnmZd2ZVkWPL4QcZYJwfs","5DnmZd2ZVkWPL4QcZYJwfs",9,"spotify:track:5DnmZd2ZVkWPL4QcZYJwfs"
"THE NEW PORNOGRAPHERS: Myriad Harbour","https://open.spotify.com/track/5XRgh8sTHjMQLcYQHXIYBt","5XRgh8sTHjMQLcYQHXIYBt",1,"spotify:track:5XRgh8sTHjMQLcYQHXIYBt"
"WHITE DENIM: Just Dropped In","https://open.spotify.com/track/1LHRk7kZ0mkCCOrU1MCz1W","1LHRk7kZ0mkCCOrU1MCz1W",1,"spotify:track:1LHRk7kZ0mkCCOrU1MCz1W"
"SLOWTHAI: Thoughts","https://open.spotify.com/track/117md6XUEAEck2F0DV2nDY","117md6XUEAEck2F0DV2nDY",11,"spotify:track:117md6XUEAEck2F0DV2nDY"
"IDEA: Já tam byl","https://open.spotify.com/track/1A45O7XYkZUEKp1KrKvySr","1A45O7XYkZUEKp1KrKvySr",7,"spotify:track:1A45O7XYkZUEKp1KrKvySr"
"FEIST: Century ft. Jarvis Cocker","https://open.spotify.com/track/4hveaujdZjSxTY8raqC1pI","4hveaujdZjSxTY8raqC1pI",1,"spotify:track:4hveaujdZjSxTY8raqC1pI"
"ARCADE FIRE: Neighborhood #2","https://open.spotify.com/track/61ARSKFMwoVnIwXAVnfNNh","61ARSKFMwoVnIwXAVnfNNh",1,"spotify:track:61ARSKFMwoVnIwXAVnfNNh"
"SCHOOLBOY Q: Chopstix ft. Travis Scott","https://open.spotify.com/track/2EGtBS7Ws3ajiSkJLviFJ4","2EGtBS7Ws3ajiSkJLviFJ4",2,"spotify:track:2EGtBS7Ws3ajiSkJLviFJ4"
"KUBATKO: Dál","https://open.spotify.com/track/1PDBBKqYHTFfq1ZHamuCL9","1PDBBKqYHTFfq1ZHamuCL9",1,"spotify:track:1PDBBKqYHTFfq1ZHamuCL9"
