"song","spotify_url","spotify_track_id","n","spotify_uri"
"FIONA APPLE: Under the Table","https://open.spotify.com/track/12WhIX6MvI93bS3wPSStSY","12WhIX6MvI93bS3wPSStSY",1,"spotify:track:12WhIX6MvI93bS3wPSStSY"
"Mehdi Nassouli: Mimoun","https://open.spotify.com/track/39ZXTcRmk84vQ2u43wpj6k","39ZXTcRmk84vQ2u43wpj6k",1,"spotify:track:39ZXTcRmk84vQ2u43wpj6k"
"KURT ROSENWINKEL: Minor Blues","https://open.spotify.com/track/7btfNlGGzQYLE13vUUChUt","7btfNlGGzQYLE13vUUChUt",1,"spotify:track:7btfNlGGzQYLE13vUUChUt"
"Miho Hazama: RUN","https://open.spotify.com/track/5tE767PGGPaFKkg1cD5YsV","5tE767PGGPaFKkg1cD5YsV",1,"spotify:track:5tE767PGGPaFKkg1cD5YsV"
"Zuzana Růžičková: Preludium a fuga fis moll, BWV 859 (Johann Sebastian Bach)","https://open.spotify.com/track/59pCV2QHiifMVrUv7zViAT","59pCV2QHiifMVrUv7zViAT",1,"spotify:track:59pCV2QHiifMVrUv7zViAT"
"JULIAN LAGE: Gardens","https://open.spotify.com/track/3B62UifhGvOg4fAWtGwIdr","3B62UifhGvOg4fAWtGwIdr",1,"spotify:track:3B62UifhGvOg4fAWtGwIdr"
"YARON HERMAN TRIO: Shadow Walk (Yaron Herman)","https://open.spotify.com/track/7Fkcc01lR5lmgRlWZFNvbV","7Fkcc01lR5lmgRlWZFNvbV",1,"spotify:track:7Fkcc01lR5lmgRlWZFNvbV"
"HRADIŠŤAN: KRÁTKÝ POPIS LÉTA (J. PAVLICA)","https://open.spotify.com/track/6LvEYtzd2ygcTcxlOkS35N","6LvEYtzd2ygcTcxlOkS35N",1,"spotify:track:6LvEYtzd2ygcTcxlOkS35N"
"GET THE BLESSING: Sunwise","https://open.spotify.com/track/4Ynd4lE9GlZ1uQLtespL1L","4Ynd4lE9GlZ1uQLtespL1L",1,"spotify:track:4Ynd4lE9GlZ1uQLtespL1L"
"Cheikh Lô: Ndogal (2018 Remastered Version)","https://open.spotify.com/track/05x18jC5PS2V3HtmLV8uhV","05x18jC5PS2V3HtmLV8uhV",1,"spotify:track:05x18jC5PS2V3HtmLV8uhV"
"Ondřej Kyas: Baletky","https://open.spotify.com/track/0yrzGgFoGhBcw8jn7rGwvT","0yrzGgFoGhBcw8jn7rGwvT",1,"spotify:track:0yrzGgFoGhBcw8jn7rGwvT"
"RABIH ABOU-KHALIL: An Evening with Jerry","https://open.spotify.com/track/5Mw5YkQkHuGqYQL5XMrUOI","5Mw5YkQkHuGqYQL5XMrUOI",1,"spotify:track:5Mw5YkQkHuGqYQL5XMrUOI"
"MODERN NATURE: Footsteps","https://open.spotify.com/track/5WOAj3m0NWLiteJUEsbdmy","5WOAj3m0NWLiteJUEsbdmy",1,"spotify:track:5WOAj3m0NWLiteJUEsbdmy"
